stock_id,roc_year,roc_month,announce_date,source,url,chunks,verdict,note
6117,110,12,2022-01-10,m_txt,,[],approve,"迎廣 110/11 DB 累計 2,119,094 千元，與側查 110/12 的 190,881 千元相加為 2,309,975 千元，且年增 23.97% 一致；Gemini 完整標題明載該月及 2022-01-10，前後月公告日亦落在 8–10 日，足以支持此日期。"
6224,110,12,,,,[],reject,"聚鼎 110/12 已就公司、股號、月份與 226,486 金額做 24 次目標搜尋，Gemini 仍誠實回覆 DATE: NONE，未提供 title、抽出日期或 grounding chunks；雖然相鄰月份公告多在月初，不能以慣例補出日期，故同意 failed。"
8937,110,12,,,,[],reject,合騏* 110/12 的搜尋涵蓋股號、月份、月營收與年減 90.16% 等 32 條目標查詢，但完整 dump 仍是 DATE: NONE，沒有抽出日期、標題或 grounding chunks；DB 也僅有零星且未含金額的相鄰月份樣本，無法以公告慣例替代來源，故同意 failed。
1463,111,1,2022-02-10,m_txt,,"[""cnyes.com""]",reject,強盛新 111/1 雖有 cnyes.com chunk，但 searches 鎖定的新聞 ID 4811776 逐頁核對後實為宏觀 1 月營收 0.68 億、年減 26.9%，非強盛；唯一可追溯來源與 TITLE 的 0.44 億／20.37% 不符，且後段以完整標題自我回查，故不足以支持 2022-02-10。
2401,111,1,2022-02-14,m_txt,,[],reject,凌陽 111/1 的 m_txt 僅稱「凌陽科技2022年01月份合併營收報告」，未載本月金額、年增率或累計可供交叉核對，chunks 與 URL 皆空；模型日期 2022-02-14 亦晚於同檔 110/10–110/12 與 111/2 的月初 10 日申報節奏。searches 雖出現候選數字，不能取代可讀來源，故拒絕。
2801,111,1,2022-02-10,m_txt,,"[""cnyes.com""]",approve,彰銀 111/1 的 cnyes.com grounding 與完整標題均精確對應公司、月份、24.44 億及年減 2.02%；側查歷年營收資料亦列 2022/1 為 24.44 億、年減約 2.01–2.02%，數字一致。2022-02-10 為週四且位於同檔月初公告節奏，無矛盾。
3083,111,1,2022-02-14,m_txt,,"[""cnyes.com"", ""cnyes.com""]",approve,"網龍 111/1 有兩個 cnyes.com grounding，標題精確載 0.33 億、年增 30.93% 與 1—1 月累計；側查月營收為 32,996 千元、去年同期 25,201 千元、年增 30.93%，完全相符。2022-02-14 雖較該檔多數月初 10 日晚四天，但為週一且由雙 cnyes 來源支撐，視為該來源發布日而非矛盾。"
4205,111,1,2022-02-10,m_txt,,[],approve,中華食 111/1 雖未回傳 grounding chunks，但側查可追溯鉅亨新聞（ID 4811314）明載中華食品 4205 於 2022-02-10 公布 1 月營收 1.69 億元、年增 12.21%，並稱月增 3.02%；與 Gemini 的公司、月份、金額、年增及日期逐項相同，足以支持核准。
5487,111,1,2022-02-10,m_txt,,[],approve,"通泰 111/1 的公司官方月營收 PDF（11101.pdf）載明本月 25,066 千元、去年同期 41,402 千元、年減 39.46%，與 Gemini 的 0.25 億／年減 39.46%／1—1 月累計逐項相符（0.25 億為四捨五入）。2022-02-10 是該檔正常月初申報工作日，searches 亦鎖定 cnyes 的當日 15:40 發布，足以支持日期。"
6841,111,1,,,,[],reject,長佳智能 111/1 已執行 12 條針對股號與月份的搜尋，但完整 dump 回覆 DATE: NONE，無 extracted 日期、標題、URL 或 chunks；DB 顯示前期仍有 prelisting／多筆 failed，沒有可用的鄰近日期或金額交叉證據，故同意 worker_verdict=failed。
6843,111,1,,,,[],reject,"進典 111/1 已針對股號、公司名、月份與 59,874 千元等 20 條查詢，但 Gemini 完整回覆仍是 DATE: NONE，無 extracted 日期、標題、URL 或 chunks；DB 同期僅有 111/2 起的資料，無法補出 1 月日期，故同意 failed。"
1526,111,2,2022-03-10,m_txt,,[],reject,"日馳 111/2 的 18 條搜尋雖包含股號、公司名與 135,516 千元，但 Gemini TITLE 卻是『巨大、桂盟2月營收均創同期新高』，完全不是日馳的營收公告；chunks、URL 皆空，故為明確換公司污染，拒絕 2022-03-10。"
2458,111,2,2022-03-03,m_txt,,[],approve,義隆 111/2 的 TITLE 載本月 11.17 億、年增 0.74%、1—2 月累計 24.53 億；DB 獨立來源 111/1 為 13.36 億，累計扣除後正好為 11.17 億，數字精確相符。2022-03-03 為週四，且同檔 110/2 在 3/4、111/1 在 2/9，日期落在該檔早月公告節奏；即使 chunks 空，回算足以支持核准。
2483,111,2,2022-03-07,m_txt,,"[""cnyes.com""]",approve,"百容 111/2 的 cnyes.com grounding 與 TITLE 載 173,788 千元、年增 44.41%、前 2 月累計 3.65 億元（四捨五入）；百容官方 2022 集團營收表精確列 173,788、44.41%、累計 364,918 千元，且 DB 111/1 的 191,130 千元相加亦為 364,918。2022-03-07 為週一並符合該檔月初公告節奏，足以支持日期。"
2887,111,2,2022-03-08,m_txt,,[],reject,台新新光金 111/2 的 15 條搜尋最後只得到『公告本公司暨主要子公司111年2月份合併自結業績資料』，標題沒有本月營收金額或年增率，chunks 與 URL 皆空；DB 也無該月獨立數字可回算，且『台新金』名稱片段不足以補足證據，故不能核准 2022-03-08。
3380,111,2,2022-03-02,m_txt,,"[""cnyes.com""]",approve,明泰 111/2 的 dump 標題與 cnyes grounding 對應 2022-03-02 原文；側查到同標題報導明載 2 月營收 20.81 億元、月增 8.6%、年減約 10%，前 2 月 39.98 億元、年減 15%，且日期落在該檔鄰近月 2/8、4/6 的公布節奏內，足以支撐 2022-03-02。
5314,111,2,2022-03-08,m_txt,,[],reject,世紀* 111/2 的 TITLE 雖寫 9.6 萬元、年減 93.36%，且側查 Goodinfo 月資料約為 96 千元／年減 93.4%，但 dump 的 15 條搜尋後段反覆以引號搜尋模型自己生成的完整標題，構成自我驗證失敗；chunks 為空、URL 為 NONE，MOPS 亦無該月公告可確認 2022-03-08 日期，故不足以支撐此日期，拒絕核准。
8916,111,2,2022-03-10,m_txt,,[],approve,光隆 111/2 的 TITLE 與 2022-03-10 日期經獨立 MoneyDJ 原文核實：該文直接載明 2 月合併營收 5.49 億元、年增 63%，前二月 12.31 億元、年增 26.4%；Goodinfo／愛玩股月表也逐項吻合。DB 鄰近月公布日為 2/10、4/8，符合日期節奏；雖 dump chunks 為空且有回搜完整標題，獨立原文已直接支撐該日期與營收內容，故核准。
1308,111,3,2022-04-08,m_txt,,[],approve,亞聚 111/3 的 TITLE 與日期經獨立 Yahoo 原文核實：2022-04-08 報導 3 月營收 7.14 億元、年增 5.07%，第一季累計約 21.4 億元、年增 15.6%；DB 已有 1 月 7.59 億與 2 月 6.69 億，兩者加上 7.14 億精確為 21.42 億，且鄰近月公布日集中 7–10 日，故足以核准。
1612,111,3,,,,[],reject,宏泰 1612 111/3 本次已完成 36 條搜尋，但 Gemini 回覆 DATE: NONE，worker_verdict=failed，extracted、chunks、url_check 均無值；DB 鄰近月雖有 2/10、3/4、5/6 等公布日，MOPS 基準也無此筆，仍無法得到 2022 年 4 月的可核實日期，因此同意 failed 並拒絕核准。
1788,111,3,2022-04-08,m_txt,,"[""cnyes.com""]",approve,"杏昌 111/3 的 cnyes grounding、TITLE 與日期一致；外部月營收表確認 2022/03 單月 341,537 千元、年增 7.36%（四捨五入為 7.37%）、累計 981,882 千元。該表的 1 月 403,404 千元與 2 月 236,941 千元相加後再加 341,537，精確得到 981,882；DB 已存的前兩月四捨五入值亦一致。2022-04-08 落在鄰近月公布日節奏內，故核准。"
1906,111,3,2022-04-14,m_txt,,[],approve,"寶隆 111/3 的 TITLE 數字經獨立資料核實：2022/03 合併營收 520,163 千元（約 5.20 億）、年增 3,674.77%，累計 1,103,992 千元（約 11.04 億）；MoneyDJ 後續報導亦明載 3 月 5.20 億與第一季 11.04 億。日期 2022-04-14 雖較鄰近月公布日中位數 5 日晚 9 天，但仍在次月 1–15 日申報窗內，無其他日期矛盾，故核准。"
2204,111,3,2022-04-08,m_txt,,[],approve,"中華 111/3 的 cnyes grounding 對應鉅亨原文，原文於 2022-04-08 15:39 明載 3 月營收 2,511,466 千元（25.11 億）、年減 7.86%，前 3 月累計 7,239,878 千元（72.40 億四捨五入）；日期、股號、金額與 TITLE 完全一致。DB 鄰近月多在 10 日公布，4/8 亦在正常申報窗內，故核准。"
2615,111,3,2022-04-11,m_txt,https://finance.ettoday.net/news/2227374,"[""ettoday.net"", ""ettoday.net"", ""ettoday.net""]",approve,萬海 111/3 的 dump URL https://finance.ettoday.net/news/2227374 已由 worker 驗證可用；ETtoday 原文發布於 2022-04-11，明載 3 月營收 243.13 億元、年增 89.83%、月增 2.68%，第一季累計 805.03 億元，與 TITLE 完全相符。日期為週一且 DB 鄰近月多在 8–11 日公布，故核准。
2887,111,3,2022-04-08,m_txt,,[],approve,2887 台新新光金（歷史名台新金）111/3：Gemini 標題含 2022-03 合併營收 55.68 億元、年增 32.32%、1-3 月累計 166.96 億元，日期為 2022-04-08；雖 dump 的 chunks/url_check 為空/null，獨立 Yahoo 中央社公告明確標示 2022-04-08、上市公司台新金(2887)及相同標題數字，Goodinfo/愛玩股月表亦逐項一致（55.68、32.32%、166.96），且 MOPS 111/04/08 有該公司 111 年 3 月合併自結業績公告，日期與內容均相符，故證據足夠。
3034,111,3,2022-04-08,m_txt,,[],approve,3034 聯詠 111/3：dump 的 DATE/TITLE 為 2022-04-08、3 月合併營收 124.70 億元、年增 30.86%、1-3 月累計 365.12 億元；雖 chunks 與 url_check 為空/null，鉅亨 2022-04-08 原文直接標示聯詠(3034)、124.7 億、年增 30.86% 及累計 365.12 億，聯詠官網財務相關頁也列出 4/8 的 2022 年三月份營收報告；Goodinfo、愛玩股月表逐項一致，且 DB 已有 1 月 123.17 億與 4 月 123.20 億的鄰月獨立資料，日期／月份／金額互相吻合，故證據足夠。
3631,111,3,2022-04-08,m_txt,,"[""cnyes.com""]",approve,"3631 晟楠 111/3：dump 標題為 2022-03 營收 0.14 億元、年減 3.31%、1-3 月 0.36 億元，日期 2022-04-08；chunks 含 cnyes.com。獨立玩股網月表列 2022/03 營業收入 13,606 仟元、去年同期 14,072 仟元（-3.31%）、累計 36,191 仟元，與標題四捨五入數字完全相符；DB 鄰月 111/1=15,100 仟元、111/2=7,485 仟元，加上 13,606 正好為 36,191，且 4/8 為週五、符合此檔慣用公布日。MOPS 111 年資料未列此月營收公告但無日期矛盾，證據足夠。"
4533,111,3,2022-04-08,m_txt,,"[""cnyes.com""]",approve,"4533 協易機 111/3：Gemini 標題為 2022-03 營收 3.33 億元、年減 17.64%、1-3 月累計 7.76 億元，chunks 含 cnyes.com。Yahoo 財務表與玩股網月表獨立列出 2022/03 當月 333,463 仟元、去年同期 404,880 仟元（-17.64%）及累計 776,140 仟元；DB 111/1=254,826、111/2=187,851，加上本月 333,463 精確等於 776,140，日期 2022-04-08 為週五且符合該檔鄰月公布節奏，MOPS 查無衝突，故證據足夠。"
4543,111,3,,,,[],reject,4543 萬在 111/3：完整 dump 雖執行 31 次搜尋，但 text 只有 DATE: NONE，worker_verdict=failed，extracted、report_if_approved、url_check 均為 null，沒有可核對的日期、標題或營收數字；DB 鄰近僅有 111/4 與 111/6 成功資料，MOPS 111 年查到的 4/7 公告也非營收申報，無法補足本月證據，故拒絕。
6136,111,3,2022-04-11,m_txt,,[],approve,"6136 富爾特 111/3：Gemini dump 標題為 2022-03 營收 0.42 億元、年增 4.96%、1-3 月 1.20 億元，日期 2022-04-11；雖 chunks/url_check 為空/null，Yahoo 中央社公告明確標示 2022-04-11、上市公司富爾特(6136)及 4,206.6 萬元、年增 4.96%，資料庫同檔 111/1=44,719 仟元、111/2=33,428 仟元，加上 42,066 仟元正好為 Q1 120,213 仟元，與標題累計一致，故證據足夠。"
6140,111,3,2022-04-11,m_txt,,[],approve,"6140 訊達 111/3：Gemini 標題為 2022-03 營收 1.40 億元、年減 18.5%、1-3 月 4.41 億元，日期 2022-04-11；雖 chunks/url_check 為空/null，玩股網月營收表獨立列出 2022/03 當月 139,683 仟元、去年同期 171,380 仟元（-18.49%）及累計 440,895 仟元，DB 111/1=172,524、111/2=128,688，加上 139,683 精確等於 440,895，並與訊達歷史月營收資料及公布日節奏相符，故證據足夠。"
6588,111,3,,,,[],reject,6588 東典光電 111/3：完整 dump 執行 45 次搜尋但 text 只有 DATE: NONE，worker_verdict=failed，recommend 仍為 review，且 extracted、report_if_approved、url_check 全為 null，沒有本月日期或營收標題可供核對；DB 鄰近月雖有 111/1、111/2 等數據，但 MOPS 未找到 111/3 營收公告，無法替代缺失的本筆證據，故拒絕。
1587,111,4,,,,[],reject,1587 吉茂 111/4：完整 dump 搜尋 12 次但 text 僅為 DATE: NONE，worker_verdict=failed，extracted、report_if_approved、url_check 全為 null，沒有 2022 年 4 月日期、標題或營收數字；DB 僅有前月 111/3 及後續月份資料，MOPS 111/5 公告為季報而非本月營收，無法補足缺失證據，故拒絕。
1727,111,4,,,,[],reject,1727 中華化 111/4：完整 dump 搜尋 67 次但 text 僅回 DATE: NONE，worker_verdict=failed，extracted、report_if_approved、url_check 均為 null，沒有 2022 年 4 月日期、標題或營收數字；DB 鄰近資料只有 111/1、111/2、111/3 及後續月份，MOPS 111/5 僅為季報，無法補足本月證據，故拒絕。
1777,111,4,2022-05-05,m_txt,,"[""cnyes.com""]",reject,1777 生泰 111/4：Gemini dump 搜尋 16 次、chunks 僅 cnyes.com，標題聲稱 2022/04 營收 0.56 億元、年減 20.91%、累計 2.16 億元、日期 2022-05-05；但獨立 Goodinfo 與愛玩股月表均列 2022/04 約 0.754 億元、年增約 6.09%、累計約 2.71 億元，與模型單月、年增及累計數字直接矛盾。DB 鄰月資料亦不支持模型數字，故證據不足並拒絕。
2023,111,4,2022-05-10,m_txt,,[],approve,"燁輝(2023)111/4：dump 的 text/extracted 明確給 2022-05-10 與 4月營收81.31億元、年增15.49%、1-4月312.79億元；雖 chunks=[] 且 URL=NONE，側查鉅亨原文於 2022-05-10 逐項列出 8,131,183 千元、15.49%、累計31,279,288千元，愛玩股月表亦同值。DB 同檔111/1-3月 76.32、76.23、78.94 億，加本月81.31億約312.79億，與累計數精確吻合；日期為週二且鄰月公告日節奏一致。"
2740,111,4,2022-05-10,m_txt,,"[""cnyes.com""]",approve,"2740（DB現名華軒）111/4：dump 的 text/extracted 給 2022-05-10，標題為天蔥4月營收0.05億元、年減62.9%、1-4月0.31億元；MoneyDJ 的更名公告確認 2740 原名天蔥國際、後更名華軒，故歷史名稱吻合。玩股網 2740 月營收表獨立列 2022/04 單月4,959千元、去年13,367千元、年減62.9%、累計30,599千元，精確支持標題；DB雖無鄰月成功樣本且MOPS baseline無此檔，但月份資料與日期（週二、次月10日）無矛盾。chunks僅 cnyes.com、URL=NONE，已以獨立金額與歷史名稱核對後放行。"
2755,111,4,2022-05-10,m_txt,https://www.chinatimes.com/realtimenews/20220510003816-260410,"[""chinatimes.com"", ""chinatimes.com""]",reject,揚秦(2755)111/4：dump 雖給 2022-05-10 與《觀光股》揚秦Q1獲利、4月營收齊寫同期高，但 worker_verdict=failed、url_check=dead，指定中國時報網址已確認不存在，且 report_if_approved=null；依規則不得核准。側查 DB 鄰月僅見 111/3 4/8、111/5 6/9，111/4 日期本身無明顯節奏矛盾，MOPS baseline亦無此檔，但在官方原文失效且無可核准報告的情況下，證據不足，判 reject。
4536,111,4,2022-05-10,m_txt,https://news.cnyes.com/news/id/4868494,"[""cnyes.com""]",approve,"拓凱(4536)111/4：dump 的 text/extracted 為 2022-05-10，標題給單月7.83億元、年增18.3%、1-4月29.66億元；chunks 含 cnyes.com，URL_CHECK=unknown 僅代表無法自動確認，不是 dead。WantGoo 4536 月營收表列 2022/04 單月782,985千元、去年661,870千元、年增18.29%、累計2,966,371千元；iStock 同列7.83億、18.29%、29.66億，兩個獨立資料源精確吻合。DB 111/1-3月月營收7.99、5.87、7.97億及累計21.83億，與本月累計29.66億相加一致；日期為週二且鄰月公布日節奏合理，MOPS baseline無此檔但無矛盾。"
4706,111,4,2022-05-10,m_txt,,"[""money-link.com.tw""]",approve,"大恭(4706)111/4：dump 的 text/extracted 給 2022-05-10，標題為單月7535萬元、月增率-46.11%、年增率-39.04%；chunks 含 money-link.com.tw、URL=NONE。Yahoo、WantGoo、Goodinfo 與 iStock 的 2022/04 資料均精確列 75,357千元、月減46.11%、年減39.04%、累計421,733千元，獨立來源互相吻合。DB 同檔111/1-3月為119.420、87.120、139.836百萬元，合計346.376百萬元，加本月75.357百萬元正好421.733百萬元；日期為週二且鄰月公告節奏合理，MOPS baseline無此檔但無矛盾。"
4976,111,4,2022-05-09,m_txt,,"[""cnyes.com""]",approve,"佳凌(4976)111/4：dump 的 text/extracted 明確給 2022-05-09、4月營收1.02億元、年減28.41%、1-4月3.41億元；chunks 含 cnyes.com、URL=NONE。WantGoo、Yahoo、StockGo 與 Goodinfo 均獨立列 2022/04 單月102,281千元、去年142,861千元、年減28.41%、累計340,744千元（約3.41億），與標題精確吻合。DB 111/1-3月 raw_title 累計至3月238,462千元，加本月102,281千元約340,743千元，與外部累計340,744千元僅四捨五入差1千元；日期為週一，且DB鄰月公告日2/8、3/8、4/8、6/8均合理，MOPS baseline無此檔但無日期衝突。"
1560,111,5,2022-06-02,m_txt,,[],approve,"中砂(1560)111/5：dump 的 text/extracted 給 2022-06-02，標題為5月營收6.00億元、年增18.07%、1-5月28.35億元；chunks=[]、URL=NONE。FindPrice、WantGoo、iStock 均獨立列 2022/05 單月599,802千元、去年507,991千元、年增18.07%、累計2,834,773千元，精確支持標題；CMoney 另明確記載中砂於2022/06/02公布5月營收6億元。DB 111/2-4月公告日3/2、4/6、5/3，目標日期為週四且符合該檔常在月初公布的節奏，MOPS baseline無此檔但無矛盾。"
2027,111,5,2022-06-09,m_txt,,"[""capitalim.com.tw""]",approve,"大成鋼(2027)111/5：完整 dump 為 2022-06-09，標題指向 2022 年 5 月合併營收 107.57 億元、年增 32.35%，worker success；chunks 僅 capitalim.com.tw、URL NONE。Yahoo、WantGoo、聚財網與 iStock 的 2022/5 獨立資料一致為 10,756,686 千元、年增 32.35%，1-5 月累計約 52,291,991 千元；Cnyes 同樣報導 107.57 億與 1-5 月 522.92 億。DB 111/1-4 月值約 90.47+89.95+121.53+113.41=415.36 億，加本月約 107.57 億後約 522.93 億，與累計值吻合。日期為 6/9（週四），鄰月公告日期分布合理；MOPS 側查無 111/5 營收基準但無矛盾。"
2035,111,5,2022-06-08,m_txt,,[],reject,"唐榮(2035)111/5：dump/text/extracted 指向 2022-06-08，標題為 13.43 億、年減 9.78%、1-5 月 68.21 億；worker success 但 chunks 完全為空、url_check=null。searches 前四條泛搜後，連續使用帶引號的完整候選標題（含金額與累計）回搜，屬於 chunks 空時先生成標題再自我驗證的污染訊號，不能證明該日期。Yahoo、WantGoo、iStock 與 Goodinfo 的月表可獨立對上 2022/5 金額 1,343,096 千元、年減約 9.78%、累計 6,820,816 千元，僅支持數字與月份，沒有可核對 2022-06-08 原始公告日期；DB 鄰月日期雖落在一般節奏且 MOPS baseline 無此筆，日期證據仍不足，故拒絕。"
2368,111,5,2022-06-08,m_txt,,[],approve,"金像電(2368)111/5：完整 dump/text/extracted 為 2022-06-08，標題明確指向 5 月營收年增 37.5%；worker success、error=null、url_check=null，雖 chunks=[]，但搜尋內容包含正確股號、月份與 3,056,457 千元等核對線索。TechNews 原文於 2022-06-08 發布，明載金像電 5 月合併營收 30.56 億元、月增 20.1%、年增 37.5%，前五月 128.20 億元；Yahoo 與 WantGoo 月表精確列 3,056,457 千元、去年同期 2,222,799 千元、年增 37.50%、累計 12,819,570 千元，與原文一致。DB 111/2-4 獨立營收 21.59、26.29、25.44 億，趨勢與外部累計表相容；MOPS baseline 無此筆且無日期矛盾。獨立原文直接支撐公司、月份、數字與 2022-06-08 日期，故核准。"
2413,111,5,2022-06-10,m_txt,,"[""money-link.com.tw""]",reject,"環科(2413)111/5：dump/text/extracted 日期為 2022-06-10，worker success、error=null，chunks 僅 money-link.com.tw、url_check=null；但 report_if_approved 的 TITLE 只有「5月營收創歷史新高，月營收連續3個月成長」，沒有具體營收金額或年增率，屬技能明定不可直接核准的質性描述。Yahoo、WantGoo、Goodinfo 月表及 2022-06-10 的 MOPS 引用資料可對上 464,209 千元、年增約51.24%、累計約17.46億元，且 DB 鄰月日期無矛盾；這些側查只能證明該月數字存在，不能替 worker report 補寫缺失欄位。搜尋已完成且非 retry 情況，依門檻拒絕。"
2474,111,5,2022-06-10,m_txt,,[],approve,可成(2474)111/5：完整 dump/text/extracted 為 2022-06-10，TITLE 為「可成5月營收月增74.5％」，worker success、error=null、url_check=null，chunks=[]。TechNews 2022-06-10 原文直接報導可成 5 月合併營收 19.50 億元、月增 74.5%、年減 40.3%，前五月累計 102.94 億元；工商時報同日 16:13 與 Yahoo 同日報導均一致。Goodinfo 月表亦列 2022/5 19.5 億、月增 74.5%、年減 40.3%、累計 102.9 億。DB 鄰月 111/1=28.36 億、111/3=26.83 億及後續月份的日期與數字無矛盾，MOPS baseline 無此筆；獨立原文直接支撐公司、月份、日期與營收數字，故核准。
2836,111,5,2022-06-08,m_txt,,"[""cnyes.com""]",approve,高雄銀(2836)111/5：完整 dump/text/extracted 為 2022-06-08，TITLE 明載 5 月營收 3.16 億元、年增 3.05%、1-5 月累計 16.72 億元；worker success、error=null、url_check=null，chunks 含 cnyes.com。Goodinfo、WantGoo 與 iStock 的 2022/5 月表一致列 3.16 億、年增 3.05%、累計 16.72 億；DB 111/1-4 月獨立值 4.00+2.84+3.50+3.21=13.55 億，加本月約 3.16 億約 16.71 億，與累計值吻合。日期為週三，鄰月 3/8、4/8、5/6、6/7 等公告節奏無矛盾；MOPS baseline 無此筆。公司、月份、數字與日期有多源一致支撐，故核准。
8042,111,5,2022-06-08,m_txt,,[],approve,"金山電(8042)111/5：完整 dump/text/extracted 為 2022-06-08，TITLE 明載 5 月營收 3.24 億元、年減 7.81%、1-5 月達 16.90 億元；worker success、error=null、url_check=null，chunks=[]。鉅亨網同標題文章（2022-06-24 彙整）列出本月 324,229 千元、去年同期 351,705 千元、年減 7.81%、1-5 月累計 1,690,055 千元；Goodinfo 月表亦逐項一致。DB 111/1-4 月獨立值 4.16+2.99+3.23+3.27=13.65 億，加本月約 3.24 億約 16.89 億，與累計值吻合。6/8 為週三，鄰月 4/9、6/8、7/8 日期節奏合理；MOPS baseline 無此筆且無矛盾。外部原文與累計交叉核對足以支撐公司、月份、數字及日期，故核准。"
9945,111,5,2022-06-10,m_txt,,[],approve,潤泰新(9945)111/5：完整 dump/text/extracted 為 2022-06-10，TITLE 明載 5 月營收 17.38 億元、年減 27.18%、1-5 月達 105.50 億元；worker success、error=null、url_check=null，chunks=[]。Goodinfo、iStock 與阿股達月表一致列 2022/5 17.38 億、年減 27.18%、累計 105.50 億；DB 111/1-4 月獨立值 24.96+14.85+23.08+25.22=88.11 億，加本月約 17.38 億約 105.49 億，與累計值吻合。6/10 為週五，該檔歷史公告日中位數約 10 日，鄰月 4/11、6/11 等節奏無矛盾；MOPS baseline 無此筆。公司、月份、數字與日期有多源及累計交叉支撐，故核准。
